Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Antarctica: Eastern Weddell Sea	freshwater	small, mildly acidic lake, 1986	herbivorous	Trichocerca cylindrica	Chroococcus dispersus	invertebrate	photo-autotroph	0.00000059	2.39E-010
Antarctica: Eastern Weddell Sea	freshwater	small, mildly acidic lake, 1986	herbivorous	Trichocerca cylindrica	Selenastrum minutum	invertebrate	photo-autotroph	0.00000059	2.72E-010
Antarctica: Eastern Weddell Sea	freshwater	small, mildly acidic lake, 1986	herbivorous	Trichocerca cylindrica	Chroococcus limneticus	invertebrate	photo-autotroph	0.00000059	1.31E-009
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Ironus ignavus	Malenchus bryophilus	invertebrate	invertebrate	0.000000832	0.000000031
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Ironus ignavus	Achromadora ruricola	invertebrate	invertebrate	0.000000832	0.000000125
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Ironus ignavus	Eumonhystera filiformis	invertebrate	invertebrate	0.000000832	0.000000132
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Ironus ignavus	Prismatolaimus intermedius	invertebrate	invertebrate	0.000000832	0.000000135
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Fictor fictor	Malenchus bryophilus	invertebrate	invertebrate	0.00000093	0.000000031
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Fictor fictor	Achromadora ruricola	invertebrate	invertebrate	0.00000093	0.000000125
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Fictor fictor	Eumonhystera filiformis	invertebrate	invertebrate	0.00000093	0.000000132
Country: Switzerland; Lake Neuch�tel	freshwater	freshwater communities	predacious	Fictor fictor	Prismatolaimus intermedius	invertebrate	invertebrate	0.00000093	0.000000135
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Chromulina sp.	invertebrate	photo-autotroph	0.00000095	3.03E-011
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Trachelomonas sp.	invertebrate	photo-autotroph	0.00000095	1.75E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Cryptomonas sp. 1	invertebrate	photo-autotroph	0.00000095	2.03E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Chroococcus dispersus	invertebrate	photo-autotroph	0.00000095	2.39E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Selenastrum minutum	invertebrate	photo-autotroph	0.00000095	2.72E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Synchaeta sp.	Unclassified flagellates	invertebrate	photo-autotroph	0.00000095	3.46E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Chromulina sp.	invertebrate	photo-autotroph	0.00000155	3.03E-011
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Trachelomonas sp.	invertebrate	photo-autotroph	0.00000155	1.75E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Cryptomonas sp. 1	invertebrate	photo-autotroph	0.00000155	2.03E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Chroococcus dispersus	invertebrate	photo-autotroph	0.00000155	2.39E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Selenastrum minutum	invertebrate	photo-autotroph	0.00000155	2.72E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Unclassified flagellates	invertebrate	photo-autotroph	0.00000155	3.46E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Dictyosphaerium pulchellum	invertebrate	photo-autotroph	0.00000155	5.07E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Dinobryon sociale	invertebrate	photo-autotroph	0.00000155	6.41E-010
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Cryptomonas sp. 2	invertebrate	photo-autotroph	0.00000155	1.51E-009
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Peridinium pulsillum	invertebrate	photo-autotroph	0.00000155	1.58E-009
Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire	freshwater	small, mildly acidic lake, 1984	herbivorous	Bosmina longirostris	Glenodinium quadridens	invertebrate	photo-autotroph	0.00000155	7.54E-009
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Eumonhystera simplex	invertebrate	invertebrate	0.000002112	0.000000025
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Wilsonema otophorum	invertebrate	invertebrate	0.000002112	0.000000026
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Malenchus bryophilus	invertebrate	invertebrate	0.000002112	0.000000031
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Eumonhystera similis	invertebrate	invertebrate	0.000002112	0.000000033
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Aphelenchoides parietinus	invertebrate	invertebrate	0.000002112	0.000000038
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Rhabdolaimus terrestris	invertebrate	invertebrate	0.000002112	0.000000048
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Ethmolaimus pratensis	invertebrate	invertebrate	0.000002112	0.000000062
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Tylocephalus auriculatum	invertebrate	invertebrate	0.000002112	0.000000069
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Deladenus saccatus	invertebrate	invertebrate	0.000002112	0.000000093
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Filenchus filiformis	invertebrate	invertebrate	0.000002112	0.000000108
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Teratocephalus crassidens	invertebrate	invertebrate	0.000002112	0.000000109
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Diploscapter coronatus	invertebrate	invertebrate	0.000002112	0.000000115
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Achromadora ruricola	invertebrate	invertebrate	0.000002112	0.000000125
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Ditylenchus dipsacoideus	invertebrate	invertebrate	0.000002112	0.00000013
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Eumonhystera filiformis	invertebrate	invertebrate	0.000002112	0.000000132
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Prismatolaimus intermedius	invertebrate	invertebrate	0.000002112	0.000000135
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Mesodorylaimus centrocercus	Coslenchus costatus	invertebrate	invertebrate	0.000002112	0.000000136
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Eumonhystera simplex	invertebrate	invertebrate	0.0000022	0.000000025
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Wilsonema otophorum	invertebrate	invertebrate	0.0000022	0.000000026
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Malenchus bryophilus	invertebrate	invertebrate	0.0000022	0.000000031
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Eumonhystera similis	invertebrate	invertebrate	0.0000022	0.000000033
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Aphelenchoides parietinus	invertebrate	invertebrate	0.0000022	0.000000038
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Rhabdolaimus terrestris	invertebrate	invertebrate	0.0000022	0.000000048
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Ethmolaimus pratensis	invertebrate	invertebrate	0.0000022	0.000000062
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Tylocephalus auriculatum	invertebrate	invertebrate	0.0000022	0.000000069
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Deladenus saccatus	invertebrate	invertebrate	0.0000022	0.000000093
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Filenchus filiformis	invertebrate	invertebrate	0.0000022	0.000000108
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Teratocephalus crassidens	invertebrate	invertebrate	0.0000022	0.000000109
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Diploscapter coronatus	invertebrate	invertebrate	0.0000022	0.000000115
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Achromadora ruricola	invertebrate	invertebrate	0.0000022	0.000000125
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Ditylenchus dipsacoideus	invertebrate	invertebrate	0.0000022	0.00000013
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Eumonhystera filiformis	invertebrate	invertebrate	0.0000022	0.000000132
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Prismatolaimus intermedius	invertebrate	invertebrate	0.0000022	0.000000135
Country: Switzerland; Lake Neuch�tel	soil, freshwater	belowground communities, freshwater communities	predacious	Mesodorylaimus bastiani	Coslenchus costatus	invertebrate	invertebrate	0.0000022	0.000000136
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Chromulina sp.	invertebrate	photo-autotroph	0.00000224	3.03E-011
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Dactylococcopsis fascicularis	invertebrate	photo-autotroph	0.00000224	1.32E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Trachelomonas sp.	invertebrate	photo-autotroph	0.00000224	1.75E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Cryptomonas sp. 1	invertebrate	photo-autotroph	0.00000224	2.03E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Chroococcus dispersus	invertebrate	photo-autotroph	0.00000224	2.39E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Selenastrum minutum	invertebrate	photo-autotroph	0.00000224	2.72E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Unclassified flagellates	invertebrate	photo-autotroph	0.00000224	3.46E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Dictyosphaerium pulchellum	invertebrate	photo-autotroph	0.00000224	5.07E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Dinobryon sociale	invertebrate	photo-autotroph	0.00000224	6.41E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Nostoc sp.	invertebrate	photo-autotroph	0.00000224	7.97E-010
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Cryptomonas sp. 2	invertebrate	photo-autotroph	0.00000224	1.51E-009
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Dinobryon cylindricum	invertebrate	photo-autotroph	0.00000224	1.57E-009
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Peridinium pulsillum	invertebrate	photo-autotroph	0.00000224	1.58E-009
Country: Switzerland; Lake Neuch�tel	freshwater	small, mildly acidic lake, 1984	herbivorous	Diaphanosoma leuchtenbergianum	Glenodinium quadridens	invertebrate	photo-autotroph	0.00000224	7.54E-009
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Eumonhystera simplex	invertebrate	invertebrate	0.000003525	0.000000025
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Wilsonema otophorum	invertebrate	invertebrate	0.000003525	0.000000026
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Malenchus bryophilus	invertebrate	invertebrate	0.000003525	0.000000031
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Eumonhystera similis	invertebrate	invertebrate	0.000003525	0.000000033
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Aphelenchoides parietinus	invertebrate	invertebrate	0.000003525	0.000000038
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Rhabdolaimus terrestris	invertebrate	invertebrate	0.000003525	0.000000048
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Ethmolaimus pratensis	invertebrate	invertebrate	0.000003525	0.000000062
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Tylocephalus auriculatum	invertebrate	invertebrate	0.000003525	0.000000069
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Deladenus saccatus	invertebrate	invertebrate	0.000003525	0.000000093
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Filenchus filiformis	invertebrate	invertebrate	0.000003525	0.000000108
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Teratocephalus crassidens	invertebrate	invertebrate	0.000003525	0.000000109
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Diploscapter coronatus	invertebrate	invertebrate	0.000003525	0.000000115
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Achromadora ruricola	invertebrate	invertebrate	0.000003525	0.000000125
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Ditylenchus dipsacoideus	invertebrate	invertebrate	0.000003525	0.00000013
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Eumonhystera filiformis	invertebrate	invertebrate	0.000003525	0.000000132
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Prismatolaimus intermedius	invertebrate	invertebrate	0.000003525	0.000000135
Country: Switzerland; Lake Neuch�tel	soil	belowground communities 	predacious	Enchodelus macrodorus	Coslenchus costatus	invertebrate	invertebrate	0.000003525	0.000000136
