"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.00783
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Reptilia","Squamata",10,0.0085
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.00852
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Reptilia","Squamata",10,0.00888
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Reptilia","Squamata",10,0.009
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Reptilia","Squamata",10,0.00925
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0107
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Reptilia","Squamata",10,0.0109
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Reptilia","Squamata",10,0.0127
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Reptilia","Squamata",10,0.0141
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0178
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.018
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Chordata","Aves","Apodiformes","Animalia","Chordata","Reptilia","Squamata",10,0.0217
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Reptilia","Squamata",10,0.022
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0269
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0483
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0616
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Reptilia","Squamata",10,0.0662
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","ectotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Reptilia","Squamata",10,0.217
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,2.73e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,2.76e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,4.24e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,4.49e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,4.55e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,5.92e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,7.44e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,7.45e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,8e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,8e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,8e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,8e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,8.54e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000111
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.000114
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000121
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00014
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.000151
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000173
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.000186
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.000199
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00021
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000215
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000227
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.000236
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00025
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.00025
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000257
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000268
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00028
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00028
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000281
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,3e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.000319
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000354
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,4e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,4e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000433
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00045
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.000453
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000481
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.00055
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000567
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000598
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,6e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000639
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000655
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Chordata","Aves","Passeriformes",13,0.00066
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000667
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.000683
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.000742
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000749
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000767
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,8e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000847
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,9e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000907
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.000945
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.000972
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.00101
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0011
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00111
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00111
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00115
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Chordata","Aves","Passeriformes",13,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Chordata","Aves","Passeriformes",13,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00125
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00125
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00125
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Chordata","Aves","Passeriformes",13,0.00125
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00127
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00127
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0013
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00132
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.0014
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.00143
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00149
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.0015
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00152
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00156
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0016
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00163
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00164
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00165
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00169
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Chordata","Aves","Passeriformes",13,0.0017
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00173
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00177
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00179
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00185
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00187
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0019
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0019
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00193
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.002
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Chordata","Aves","Passeriformes",13,0.0021
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00211
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0022
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00221
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Chordata","Aves","Passeriformes",13,0.00227
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Chordata","Aves","Passeriformes",13,0.0023
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00231
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00231
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","endotherm vertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Chordata","Aves","Passeriformes",13,0.00231
