Species,Life stage,Life style,Taxonomic group,Host species,Lake,Season,Number of samples,Minimum sample size,Maximum sample size,Total sample size,Log total sample size,Body mass (mg),Log body mass,Mean density (m²),Log mean,SD,SD/Mean,Variance,Log variance
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,3,15,1.1760912591,0.543419122,-0.264865084,6.716045476,0.827113628,10.35655657,1.54206171,107.258264,2.030430764
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,3,9,0.9542425094,0.543419122,-0.264865084,10.87361111,1.036373797,18.89378902,1.737581824,356.9752637,2.552638123
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,2,9,0.9542425094,0.543419122,-0.264865084,14.33958333,1.156536532,24.72094245,1.723965186,611.1249955,2.786130047
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,4,16,1.2041199827,0.543419122,-0.264865084,19.80277778,1.296726114,41.34467109,2.087821797,1709.381828,3.232839083
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,3,12,1.079181246,0.543419122,-0.264865084,39.39583333,1.595450292,81.68879932,2.073539062,6673.059934,3.824325026
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,1,4,0.6020599913,0.543419122,-0.264865084,69.50694444,1.842028197,236.2606615,3.399094341,55819.10019,4.746782831
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,5,37,1.5682017241,0.543419122,-0.264865084,71.67708333,1.855380325,94.10408435,1.31288942,8855.578691,3.947216947
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,3,17,1.2304489214,0.543419122,-0.264865084,174.125,2.240861129,384.8151675,2.209993783,148082.7132,5.170504363
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Waihola,May,4,0,5,10,1,0.189928297,-0.721410326,0.011111111,-1.954242509,0.007407407,0.666666667,0.0000548697,-4.260667537
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,January,4,0,5,5,0.6989700043,0.189928297,-0.721410326,0.022222222,-1.653212514,0.018144368,0.816496581,0.000329218,-3.482516287
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,May,4,0,20,20,1.3010299957,0.189928297,-0.721410326,0.022222222,-1.653212514,0.044444444,2,0.001975309,-2.704365036
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,September,4,0,19,19,1.278753601,0.189928297,-0.721410326,0.052777778,-1.2775489,0.0404247,0.765941686,0.001634156,-2.786706387
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tuakitoto,May,4,0,45,56,1.748188027,0.189928297,-0.721410326,0.068333333,-1.165367394,0.106595269,1.55993077,0.011362551,-1.944524138
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tuakitoto,September,4,0,69,69,1.8388490907,0.189928297,-0.721410326,0.076666667,-1.115393419,0.097870327,1.276569477,0.009578601,-2.018697925
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,September,4,0,41,41,1.6127838567,0.189928297,-0.721410326,0.091111111,-1.040428657,0.182222222,2,0.033204938,-1.478797323
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,January,4,0,255,255,2.4065401804,0.189928297,-0.721410326,0.377777778,-0.422763592,0.436220203,1.154700538,0.190288066,-0.720588448
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,May,4,12,273,534,2.727541257,0.189928297,-0.721410326,1.038333333,0.016336796,0.296666667,0.285714286,0.088011111,-1.055462496
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tuakitoto,January,4,3,152,199,2.2988530764,0.189928297,-0.721410326,1.913333333,0.281790638,1.042129823,0.544667155,1.086034568,0.035843649
Stegodexamene anguillae,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Waihola,January,4,0,577,583,2.7656685548,0.189928297,-0.721410326,4.932777778,0.693091551,3.128979047,0.634323942,9.790509877,0.99080531
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tuakitoto,January,4,0,1,1,0,0.478001628,-0.320570624,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tuakitoto,September,4,0,54,129,2.1105897103,0.478001628,-0.320570624,0.144747475,-0.839389004,0.084946632,0.586860893,0.00721593,-2.141707668
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,May,4,0,82,138,2.1398790864,0.478001628,-0.320570624,0.153333333,-0.814363423,0.167341842,1.091359841,0.028003292,-1.552790908
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,May,4,0,400,422,2.625312451,0.478001628,-0.320570624,0.468888889,-0.328930058,0.728397895,1.553455226,0.530563494,-0.275262636
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,January,4,22,197,383,2.583198774,0.478001628,-0.320570624,0.533703704,-0.272699783,0.328863029,0.616190269,0.108150892,-0.965969896
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,January,4,33,113,273,2.436162647,0.478001628,-0.320570624,0.705777778,-0.15133202,0.255531464,0.362056546,0.065296329,-1.185111233
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,September,4,0,178,391,2.5921767574,0.478001628,-0.320570624,1.569074074,0.195643447,2.236005127,1.425047526,4.99971893,0.69894559
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,September,4,32,290,462,2.6646419756,0.478001628,-0.320570624,1.685756614,0.226794872,2.328139274,1.381064891,5.42023248,0.734017914
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,May,4,702,1847,5116,3.7089305358,0.478001628,-0.320570624,98.10857516,1.991706969,100.7961257,1.027393635,10159.85896,4.006887679
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,September,4,465,2692,6315,3.8003733549,0.478001628,-0.320570624,164.7991111,2.216954865,163.5097029,0.992175879,26735.42295,4.427087059
Stegodexamene anguillae,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,January,4,1211,5792,14769,4.1693510905,0.478001628,-0.320570624,260.4820349,2.415777776,106.461014,0.408707703,11333.94751,4.054381197
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,1,1,0,0.429133333,-0.36740775,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,1,1,0,0.429133333,-0.36740775,0.416666667,-0.380211242,2.041241452,4.898979486,4.166666667,0.619788758
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,1,1,0,0.429133333,-0.36740775,1.364583333,0.135000063,6.685065756,4.898979486,44.69010417,1.650211367
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,1,1,0,0.429133333,-0.36740775,2.166666667,0.335792102,10.61445555,4.898979486,112.6666667,2.051795446
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,1,1,0,0.429133333,-0.36740775,5.027777778,0.701376074,24.63098019,4.898979486,606.6851852,2.78296339
Stegodexamene anguillae,Rd,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,1,1,0,0.429133333,-0.36740775,5.0625,0.704365036,24.80108365,4.898979486,615.09375,2.788941314
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,September,4,0,2,2,0.3010299957,0.131304333,-0.881720942,0.004444444,-2.352182518,0.008888889,2,0.0000790123,-4.102305045
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,January,4,0,10,10,1,0.131304333,-0.881720942,0.044444444,-1.352182518,0.036288737,0.816496581,0.001316872,-2.880456295
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,May,4,0,42,42,1.6232492904,0.131304333,-0.881720942,0.046666667,-1.330993219,0.093333333,2,0.008711111,-2.059926447
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tuakitoto,September,4,0,63,63,1.7993405495,0.131304333,-0.881720942,0.07,-1.15490196,0.089359863,1.276569477,0.007985185,-2.097715008
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Waihola,May,4,0,81,81,1.9084850189,0.131304333,-0.881720942,0.09,-1.045757491,0.06,0.666666667,0.0036,-2.443697499
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Hayes,September,4,0,47,47,1.6720978579,0.131304333,-0.881720942,0.130555556,-0.884204643,0.099997942,0.765941686,0.009999589,-2.000017873
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,January,4,0,112,112,2.0492180227,0.131304333,-0.881720942,0.165925926,-0.78008575,0.191594756,1.154700538,0.036708551,-1.435232764
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Waihola,September,4,0,73,73,1.8633228601,0.131304333,-0.881720942,0.175740741,-0.755127547,0.217979561,1.240347346,0.047515089,-1.323168451
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Tomahawk,May,4,28,49,108,2.0334237555,0.131304333,-0.881720942,0.21,-0.677780705,0.06,0.285714286,0.0036,-2.443697499
Telogaster opisthorchis,Ad,Parasite,Trematode,"A. dieffenbachii, A. australis",Waihola,January,4,0,574,574,2.7589118924,0.131304333,-0.881720942,4.145555556,0.61758274,2.629625143,0.634323942,6.914928395,0.839787687
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,May,4,0,43,47,1.6720978579,0.090976594,-1.041070326,0.052222222,-1.282144652,0.092971078,1.780297244,0.008643621,-2.063304264
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,May,4,0,112,116,2.0644579892,0.090976594,-1.041070326,0.128888889,-0.88978452,0.200223118,1.553455226,0.040089297,-1.396971559
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tuakitoto,September,4,12,138,214,2.3304137733,0.090976594,-1.041070326,0.245252525,-0.610386512,0.126976183,0.517736498,0.016122951,-1.792555461
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,January,4,21,68,201,2.3031960574,0.090976594,-1.041070326,0.303968254,-0.517171771,0.162441583,0.53440312,0.026387268,-1.578605572
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,September,4,1,63,114,2.0569048513,0.090976594,-1.041070326,0.397830688,-0.400301719,0.501554092,1.260722482,0.251556507,-0.599364444
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Hayes,January,4,25,95,212,2.3263358609,0.090976594,-1.041070326,0.683654321,-0.165163437,0.4521911,0.661432373,0.204476791,-0.68935598
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Waihola,September,4,0,45,277,2.4424797691,0.090976594,-1.041070326,0.769231481,-0.11394295,0.862963283,1.121851229,0.744705627,-0.128015364
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,September,4,85,415,968,2.9858753573,0.090976594,-1.041070326,24.70844444,1.392845405,23.02169408,0.93173385,529.9983982,2.724274557
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,January,4,132,623,1370,3.1367205672,0.090976594,-1.041070326,30.28588072,1.481240208,21.64924599,0.714829666,468.6898517,2.67088555
Telogaster opisthorchis,Mc,Parasite,Trematode,"G. cotidianus, G. maculatus",Tomahawk,May,4,218,699,1484,3.1714339009,0.090976594,-1.041070326,31.99065359,1.505023113,40.80831083,1.275632294,1665.318232,3.221497237
Telogaster opisthorchis,Rd,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,1,1,0,1.712556,0.2336447817,0.458333333,-0.338818557,2.245365598,4.898979486,5.041666667,0.702574129
Telogaster opisthorchis,Rd,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,1,3,0.4771212547,1.712556,0.2336447817,1.729166667,0.237836855,5.066898474,2.930254539,25.67346015,1.409484405
Telogaster opisthorchis,Rd,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,1,1,0,1.712556,0.2336447817,2.1875,0.339948062,10.71651762,4.898979486,114.84375,2.060107365
Telogaster opisthorchis,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,1,1,0,1.712556,0.2336447817,3.375,0.528273777,16.53405576,4.898979486,273.375,2.436758796
Telogaster opisthorchis,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,1,4,0.6020599913,1.712556,0.2336447817,4.254166667,0.6288145,11.99003134,2.818420686,143.7608515,2.157640636
Tilodelphys sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,May,4,0,102,124,2.0934216852,0.031789638,-1.497714418,0.137777778,-0.860820824,0.214031609,1.553455226,0.04580953,-1.339044167
Tilodelphys sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,September,4,24,98,239,2.3783979009,0.031789638,-1.497714418,0.597777778,-0.223460234,0.278963396,0.466667391,0.077820576,-1.108905558
Tilodelphys sp,Mc,Parasite,Trematode,G. cotidianus,Hayes,January,4,36,96,237,2.374748346,0.031789638,-1.497714418,0.718296296,-0.143696373,0.497784149,0.693006704,0.247789059,-0.605917874
Unid Apatemon like sp,Mc,Parasite,Trematode,Xanthocnemis sp,Tomahawk,September,24,0,5,9,0.9542425094,0.018664912,-1.728974053,3.475,0.540954809,11.14361779,3.206796486,124.1802174,2.094052416
Unid Cestode,L,Parasite,Cestode,"G. cotidianus, R. retropinna",Waihola,September,4,0,1,1,0,0.011922188,-1.923644034,0.001111111,-2.954242509,0.002222222,2,0.00000494,-5.306425028
Unid Cestode,L,Parasite,Cestode,"G. cotidianus, R. retropinna",Tuakitoto,September,4,0,3,3,0.4771212547,0.011922188,-1.923644034,0.006944444,-2.158362492,0.004291345,0.617953612,0.0000184156,-4.734813234
Unid Nematode,L,Parasite,Nematoda,A.forsteri,Waihola,January,4,0,123,214,2.3304137733,4.329275,0.6364151735,0.237777778,-0.623828736,0.275779704,1.159821187,0.076054445,-1.118875396
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,2,3,0.4771212547,0.011070272,-1.955841708,1.3125,0.118099312,4.759001768,3.625906109,22.64809783,1.355031732
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,3,9,0.9542425094,0.011070272,-1.955841708,5.386309524,0.731291307,13.28802857,2.467000552,176.5717033,2.246921106
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,2,4,0.6020599913,0.011070272,-1.955841708,6.09375,0.784884633,20.87811582,3.426152339,435.8957201,2.639382605
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,6,43,1.6334684556,0.011070272,-1.955841708,56.55,1.752432609,90.78904837,1.605465046,8242.651304,3.916066928
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,8,58,1.7634279936,0.011070272,-1.955841708,82.25069444,1.915139573,96.63619803,1.174898263,9338.55477,3.97027967
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,5,60,1.7781512504,0.011070272,-1.955841708,96.3125,1.983682656,100.1530419,1.03987584,10030.63179,4.001328289
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,39,223,2.348304863,0.011070272,-1.955841708,158.9743056,2.201326937,135.8659299,0.854640814,18459.55092,4.266221131
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,9,53,1.7242758696,0.011070272,-1.955841708,174.3472222,2.241415032,260.4189764,1.493680101,67818.04328,4.831345255
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,4,11,1.0413926852,0.011070272,-1.955841708,221.5381944,2.345448612,914.1248501,4.126262979,835624.2415,5.92201103
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,12,79,1.8976270913,0.011070272,-1.955841708,324.9513889,2.511818398,501.1396155,1.542198718,251140.9142,5.399917471
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,9,54,1.7323937598,0.011070272,-1.955841708,434.8402778,2.638329765,1186.952629,2.729628993,1408856.545,6.148866774
Unid trematode,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,7,48,1.6812412374,0.011070272,-1.955841708,843.875,2.926278121,2010.467379,2.382423201,4041979.08,6.606594061
Unid TrematodeA,Ad,Parasite,Trematode,A.forsteri,Waihola,January,4,0,22,24,1.3802112417,2.570718,0.4100544385,0.026666667,-1.574031268,0.030928565,1.159821187,0.000956576,-3.01928046
Unid TrematodeB,Ad,Parasite,Trematode,A.forsteri,Waihola,January,4,0,16,30,1.4771212547,0.336608,-0.472875567,0.033333333,-1.477121255,0.038660706,1.159821187,0.00149465,-2.825460434
Virgulate spI,Sp,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,1,2,0.3010299957,0.065482083,-1.183877514,1.75,0.243038049,6.758247779,3.861855874,45.67391304,1.659668221
Virgulate spI,Sp,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,2,4,0.6020599913,0.065482083,-1.183877514,8.459722222,0.927356103,29.24692144,3.457196426,855.3824135,2.932160317
Virgulate spII,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,1,1,0,0.303592863,-0.517708442,1.072916667,0.030565992,5.25619674,4.898979486,27.62760417,1.441343225
Virgulate spII,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,2,2,0.3010299957,0.303592863,-0.517708442,3.041666667,0.483111618,14.9010626,4.898979486,222.0416667,2.346434479
