Data_set	Paper	Study	SR_analysis	Diversity_analysis	Evenness_analysis	Country	Continent	Habitat	Life_form	Latitude	Longitude	Plot_type	Plot_size_min	Plot_size_max	Year1_min	Year1_max	Year2_min	Year2_max	Duration	N_time_points	N_plots_Year1	N_plots_Year2	SR_Year1_CT	SR_Year1_STDEV	SR_Year2_CT	SR_Year2_STDEV	Delta_SR_CT	Delta_SR_STDEV	CT	log_SR_ratio	Diversity_Year1_CT	Diversity_Year2_CT	Evenness_Year1_CT	Evenness_Year2_CT	Datathief	Driver
223	97	s97	1	0	0	Norway	Europe	Forest	most	58.967	8.967	permanent	1	1	1988	1988	1993	1993	5	6	50	50	14.1	NA	14.1	NA	NA	NA	mean	0	NA	NA	NA	NA	no	Unknown
224	97	s97	1	0	0	Norway	Europe	Forest	most	58.967	8.967	permanent	1	1	1988	1988	1993	1993	5	6	50	50	18	NA	17.1	NA	NA	NA	mean	-0.051293294	NA	NA	NA	NA	no	Unknown
225	98	s98	1	0	0	USA_Minnesota	NorthAmerica	Forest	understory	45.426	-93.200	permanent	1	1	1983	1983	1997	1997	14	6	100	100	8.0029	NA	9.4828	NA	NA	NA	mean	0.169675655	NA	NA	NA	NA	yes	Post_disturbance
226	98	s98	1	0	0	USA_Minnesota	NorthAmerica	Forest	understory	45.426	-93.200	permanent	1	1	1983	1983	1997	1997	14	6	120	120	6.6841	NA	12.8121	NA	NA	NA	mean	0.650658465	NA	NA	NA	NA	yes	Post_disturbance
227	99	s99	1	0	0	Greece	Europe	Grassland	most	37.155	26.852	permanent	2000	2000	1974	1974	1990	1994	18	2	1	1	13	NA	15	NA	NA	NA	mean	0.143100844	NA	NA	NA	NA	no	Unknown
228	99	s99	1	0	0	Greece	Europe	Grassland	most	37.155	26.852	permanent	5000	5000	1974	1974	1990	1994	18	2	1	1	12	NA	9	NA	NA	NA	mean	-0.287682072	NA	NA	NA	NA	no	Unknown
229	99	s99	1	0	0	Greece	Europe	Grassland	most	37.155	26.852	permanent	8000	8000	1974	1974	1990	1994	18	2	1	1	63	NA	57	NA	NA	NA	mean	-0.100083459	NA	NA	NA	NA	no	Unknown
230	100	s100	1	0	0	Puerto_Rico	Caribbean	Forest	woody	18.361	-65.703	permanent	1200	1200	1995	1995	2000	2000	5	2	6	6	17.33333333	4.501851471	15.16666667	3.763863264	NA	NA	mean	-0.133531393	NA	NA	NA	NA	no	Ongoing_disturbance
231	101	s101	1	0	0	Austria	Europe	Grassland	most	47.050	11.080	permanent	1	1	1994	1994	2004	2004	10	2	362	362	11.4	NA	12.7	NA	NA	NA	mean	0.107988638	NA	NA	NA	NA	no	Climate
232	102	s102	0	0	0	Canada_Quebec	NorthAmerica	Wetland	most	47.450	-69.950	semi-permanent	25	25	1965	1966	1998	1998	32.5	2	57	57	NA	NA	NA	NA	-1.754	32.46428807	mean	NA	NA	NA	NA	NA	no	Unknown
233	103	s103	0	1	0	USA_Virginia	NorthAmerica	Wetland	most	37.649	-75.621	semi-permanent	1	1	1974	1974	1987	1987	13	2	34	83	NA	NA	NA	NA	NA	NA	NA	NA	0.955	0.951	NA	NA	no	Hydrology
234	104	s104	1	0	1	Switzerland	Europe	Grassland	most	49.483	7.133	semi-permanent	25	25	1981	1981	2002	2004	22	2	69	69	30.7	NA	33.1	NA	NA	NA	mean	0.075270628	NA	NA	0.77	0.86	no	Management
235	104	s104	1	0	1	Switzerland	Europe	Grassland	most	46.633	8.033	semi-permanent	25	25	1979	1981	2002	2004	23	2	82	82	33.1	NA	34.9	NA	NA	NA	mean	0.052953547	NA	NA	0.72	0.8	no	Management
236	104	s104	1	0	1	Switzerland	Europe	Grassland	most	46.667	8.083	semi-permanent	100	100	1975	1975	2002	2004	28	2	42	42	34.2	NA	40.1	NA	NA	NA	mean	0.15915069	NA	NA	0.62	0.68	no	Management
237	104	s104	1	0	1	Switzerland	Europe	Grassland	most	46.800	10.300	semi-permanent	25	25	1985	1986	2002	2004	17.5	2	66	66	36.3	NA	36.2	NA	NA	NA	mean	-0.002758622	NA	NA	0.74	0.8	no	Management
238	105	s105	1	0	1	Switzerland	Europe	Grassland	most	46.339	8.689	semi-permanent	25	25	1981	1981	2002	2004	22	2	23	23	55	NA	51.8	NA	NA	NA	mean	-0.059943036	NA	NA	0.81	0.86	no	Management
239	105	s105	1	0	1	Switzerland	Europe	Grassland	most	46.339	8.689	semi-permanent	25	25	1979	1981	2002	2004	23	2	42	42	48.4	NA	56	NA	NA	NA	mean	0.145851877	NA	NA	0.69	0.76	no	Management
240	105	s105	1	0	1	Switzerland	Europe	Grassland	most	46.339	8.689	semi-permanent	100	100	1976	1979	2002	2004	25.5	2	57	57	58.1	NA	60.1	NA	NA	NA	mean	0.033844178	NA	NA	0.78	0.73	no	Management
241	105	s105	1	0	1	Switzerland	Europe	Grassland	most	46.339	8.689	semi-permanent	25	25	1985	1985	2002	2004	18	2	29	29	47.1	NA	58.5	NA	NA	NA	mean	0.216753753	NA	NA	0.77	0.79	no	Management
242	106	s106	1	0	0	Australia	Australia	Forest	most	-33.500	116.500	permanent	100	100	1991	1991	1997	1997	6	7	5	5	25.9784	7.121797898	25.2743	6.891538163	NA	NA	mean	-0.027477354	NA	NA	NA	NA	yes	Herbivory_grazing
243	106	s106	1	0	0	Australia	Australia	Forest	most	-33.500	116.500	permanent	100	100	1991	1991	1997	1997	6	7	3	3	34.8408	6.220970785	38.2033	2.223270092	NA	NA	mean	0.092132785	NA	NA	NA	NA	yes	Unknown
244	107	s107a	1	1	0	Belgium	Europe	Grassland	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	13	13	5	NA	4	NA	NA	NA	median	-0.223143551	0.78	1.202	NA	NA	no	Herbivory_grazing
245	107	s107a	1	1	0	Belgium	Europe	Grassland	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	12	12	16	NA	17	NA	NA	NA	median	0.060624622	2.172	1.811	NA	NA	no	Herbivory_grazing
246	107	s107b	1	1	0	Belgium	Europe	Savanna_Shrubland	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	28	28	5	NA	5.5	NA	NA	NA	median	0.09531018	1.055	0.922	NA	NA	no	Herbivory_grazing
247	107	s107b	1	1	0	Belgium	Europe	Savanna_Shrubland	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	15	15	8	NA	9	NA	NA	NA	median	0.117783036	1.448	1.147	NA	NA	no	Herbivory_grazing
248	107	s107b	1	1	0	Belgium	Europe	Savanna_Shrubland	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	19	19	6	NA	7	NA	NA	NA	median	0.15415068	1.397	1.526	NA	NA	no	Herbivory_grazing
249	107	s107c	1	1	0	Belgium	Europe	Forest	most	50.950	5.450	semi-permanent	100	100	1978	1978	2003	2003	25	2	10	10	14.5	NA	14	NA	NA	NA	median	-0.03509132	1.789	1.703	NA	NA	no	Herbivory_grazing
250	108	s108	1	0	0	Czech_Republic	Europe	Anthropogenic	most	49.750	13.383	semi-permanent	10	10	1960	1969	1996	2002	34.5	2	259	167	9.82143	5.14287	8.32143	3.96427	NA	NA	mean	-0.165732618	NA	NA	NA	NA	yes	Urbanization
251	109	s109	1	0	0	USA_Wisconsin	NorthAmerica	Forest	understory	43.400	-89.500	semi-permanent	1	1	1949	1950	2002	2004	53.5	2	1880	1880	8.5	NA	6.4	NA	NA	NA	mean	-0.283768173	NA	NA	NA	NA	no	Unknown
252	110	s110	1	1	1	Brazil	SouthAmerica	Savanna_Shrubland	tree	-13.667	-45.583	permanent	13000	13000	1991	1991	2004	2004	13	2	1	1	62	NA	84	NA	NA	NA	mean	0.303682414	3.33	3.56	0.81	0.84	no	Post_fire
253	111	s111	1	0	0	USA_Wisconsin	NorthAmerica	Forest	understory	45.959	-89.297	semi-permanent	1	1	1942	1956	2000	2000	51	2	1240	1240	4.89	10.56409012	5.29	10.56409012	NA	NA	mean	0.078625942	NA	NA	NA	NA	no	Herbivory_grazing
254	112	s112	1	0	0	USA_Ohio	NorthAmerica	Forest	most	39.620	-84.100	semi-permanent	1	1	1996	1997	2003	2004	7	2	180	180	7.13	5.500727225	5.77	10.86729037	NA	NA	mean	-0.211639154	NA	NA	NA	NA	yes	Invasion
255	113	s113	1	0	0	Australia	Australia	Savanna_Shrubland	herb	-12.571	132.417	permanent	40	40	1994	1995	2004	2005	10	3	220	220	23.4	NA	26.5	NA	NA	NA	mean	0.124408711	NA	NA	NA	NA	no	Ongoing_fire
256	113	s113	1	0	0	Australia	Australia	Savanna_Shrubland	tree	-12.571	132.417	permanent	800	800	1994	1995	2004	2005	10	3	220	220	6.9	NA	6.7	NA	NA	2.966479395	mean	-0.029413885	NA	NA	NA	NA	no	Ongoing_fire
257	113	s113	1	0	0	Australia	Australia	Savanna_Shrubland	shrub	-12.571	132.417	permanent	80	80	1994	1995	2004	2005	10	3	220	220	7.8	NA	8	NA	NA	5.93295879	mean	0.025317808	NA	NA	NA	NA	no	Ongoing_fire
258	113	s113	1	0	0	Australia	Australia	Savanna_Shrubland	shrub	-12.571	132.417	permanent	400	400	1994	1995	2004	2005	10	3	220	220	13.7	NA	14	NA	NA	NA	mean	0.021661497	NA	NA	NA	NA	no	Ongoing_fire
259	114	s114	1	1	1	Brazil	SouthAmerica	Forest	tree	-19.950	-40.517	permanent	10200	10200	1992	1993	2003	2004	11	2	1	1	385	NA	384	NA	NA	NA	mean	-0.002600782	5.27	5.22	0.89	0.88	no	Unknown
260	115	s115	1	1	0	China	Asia	Forest	woody	42.225	128.025	permanent	200	200	1963	1963	2006	2006	43	2	26	26	16	NA	16	NA	NA	NA	mean	0	1.825	1.705	NA	NA	no	Climate
261	115	s115	1	1	0	China	Asia	Forest	herb	42.225	128.025	permanent	4	4	1963	1963	2006	2006	43	2	10	10	26	NA	20	NA	NA	NA	mean	-0.262364264	2.73	2.4	NA	NA	no	Climate
262	115	s115	1	1	0	China	Asia	Forest	herb	42.225	128.025	permanent	4	4	1963	1963	2006	2006	43	2	26	26	26	NA	13	NA	NA	NA	mean	-0.693147181	2.61	2.07	NA	NA	no	Climate
263	115	s115	1	1	0	China	Asia	Forest	woody	42.225	128.025	permanent	200	200	1963	1963	2006	2006	43	2	16	16	11	NA	13	NA	NA	NA	mean	0.167054085	1.345	1.315	NA	NA	no	Climate
264	115	s115	1	1	0	China	Asia	Forest	herb	42.225	128.025	permanent	4	4	1963	1963	2006	2006	43	2	16	16	19	NA	11	NA	NA	NA	mean	-0.546543706	2.46	1.77	NA	NA	no	Climate
265	115	s115	1	1	0	China	Asia	Forest	woody	42.225	128.025	permanent	200	200	1963	1963	2006	2006	43	2	10	10	9	NA	10	NA	NA	NA	mean	0.105360516	1.125	1	NA	NA	no	Climate
266	116	s116	1	0	0	Switzerland	Europe	Grassland	most	46.659	10.172	permanent	4	4	1941	1941	1999	1999	58	2	4	4	19.75	6.08	43.75	2.22	NA	NA	mean	0.795338121	NA	NA	NA	NA	no	Herbivory_grazing
267	117	s117	1	0	0	USA_Alaska	NorthAmerica	Tundra	most	68.633	-149.567	permanent	0.04	0.04	1983	1983	1995	1995	12	3	4	4	7.15	0.68	6.75	0.5	NA	NA	mean	-0.057569852	NA	NA	NA	NA	no	Unknown
268	118	s118	0	0	0	uk	Europe	Many	most	53.510	-1.630	permanent	10	200	1978	1978	1998	1998	20	2	238	238	NA	NA	NA	NA	-1.26	NA	mean	NA	NA	NA	NA	NA	no	Unknown
269	119	s119	1	0	0	Greece	Europe	Grassland	most	37.833	24.717	permanent	1000	1000	1971	1971	2000	2000	29	5	1	1	4	NA	4	NA	NA	NA	mean	0	NA	NA	NA	NA	no	Unknown
270	119	s119	1	0	0	Greece	Europe	Grassland	most	38.867	24.567	permanent	2000	2000	1971	1971	1990	1990	19	3	1	1	34	NA	33	NA	NA	NA	mean	-0.029852963	NA	NA	NA	NA	no	Unknown
271	119	s119	1	0	0	Greece	Europe	Grassland	most	37.850	24.733	permanent	5000	5000	1971	1971	2000	2000	29	5	1	1	18	NA	10	NA	NA	NA	mean	-0.587786665	NA	NA	NA	NA	no	Unknown
272	119	s119	1	0	0	Greece	Europe	Grassland	most	37.883	24.950	permanent	7500	7500	1971	1971	2000	2000	29	5	1	1	20	NA	18	NA	NA	NA	mean	-0.105360516	NA	NA	NA	NA	no	Unknown
273	119	s119	1	0	0	Greece	Europe	Grassland	most	38.833	24.533	permanent	1500	1500	1985	1985	1996	1996	11	3	1	1	18	NA	27	NA	NA	NA	mean	0.405465108	NA	NA	NA	NA	no	Unknown
274	119	s119	1	0	0	Greece	Europe	Grassland	most	38.833	24.533	permanent	3600	3600	1985	1985	1996	1996	11	3	1	1	64	NA	73	NA	NA	NA	mean	0.131576358	NA	NA	NA	NA	no	Unknown
275	120	s120	1	0	0	China	Asia	Grassland	herb	42.333	116.283	permanent	1	1	2005	2005	2010	2010	5	5	5	5	14.234	3.009170151	11.443	5.557033831	NA	NA	mean	-0.21825528	NA	NA	NA	NA	yes	Unknown
276	121	s121	1	0	0	Australia	Australia	Savanna_Shrubland	most	-27.500	153.450	permanent	12	12	1968	1968	1976	1976	8	3	14	14	25.6	NA	22.8	NA	NA	NA	mean	-0.115831816	NA	NA	NA	NA	no	Post_fire
277	122	s122a	1	1	1	India	Asia	Savanna_Shrubland	woody	11.783	77.000	semi-permanent	400	400	1997	1997	2008	2008	11	2	22	22	17	4.315182499	10.9	6.191348803	NA	NA	mean	-0.444450555	1.9	1.6	0.71	0.71	no	Invasion
278	122	s122b	1	1	1	India	Asia	Forest	woody	11.783	77.000	semi-permanent	400	400	1997	1997	2008	2008	11	2	73	73	14.6	5.639042472	11.7	5.126402247	NA	NA	mean	-0.221432687	2	1.5	0.77	0.64	no	Invasion
279	122	s122b	1	1	1	India	Asia	Forest	woody	11.783	77.000	semi-permanent	400	400	1997	1997	2008	2008	11	2	20	20	17.6	8.362894236	14.1	5.99266218	NA	NA	mean	-0.221724105	2.1	1.5	0.77	0.56	no	Invasion
280	122	s122b	1	1	1	India	Asia	Forest	woody	11.783	77.000	semi-permanent	400	400	1997	1997	2008	2008	11	2	7	7	17.7	3.042614008	18.3	6.826038383	NA	NA	mean	0.03333642	2.2	2.3	0.76	0.82	no	Invasion
281	123	s123	0	0	0	USA_North_Carolina	NorthAmerica	Forest	understory	35.997	-78.963	permanent	25	25	1977	1977	1999	2001	23	2	36	36	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	no	Unknown
282	124	s124	1	1	1	Uganda	Africa	Forest	tree	2.117	34.917	permanent	6400	6400	1968	1968	2006	2006	38	4	1	1	44	NA	45	NA	NA	NA	mean	0.022472856	3.146	3.117	0.826	0.819	no	Ongoing_disturbance
283	125	s125	1	0	0	USA_Tennessee	NorthAmerica	Forest	herb	35.598	-83.846	permanent	1000	1000	1977	1979	2004	2004	26	2	19	19	11	NA	9	NA	NA	NA	mean	-0.200670695	NA	NA	NA	NA	no	Herbivory_grazing
284	125	s125	1	0	0	USA_Tennessee	NorthAmerica	Forest	herb	35.598	-83.846	permanent	1000	1000	1977	1979	1995	2001	20	2	11	11	14.7	10.94486181	24.6	16.91478643	NA	NA	mean	0.514898949	NA	NA	NA	NA	no	Unknown
285	126	s126	1	0	0	France	Europe	Forest	most	48.700	6.064	permanent	400	400	1972	1972	1991	1991	19	2	47	47	32	NA	39	NA	NA	NA	mean	0.197825743	NA	NA	NA	NA	no	Pollution
286	127	s127	1	0	0	France	Europe	Forest	most	48.302	4.515	permanent	400	400	1971	1972	1990	1990	18.5	2	221	221	18.9	NA	25.2	NA	NA	NA	mean	0.287682072	NA	NA	NA	NA	no	Pollution
287	128	s128	1	0	0	Brazil	SouthAmerica	Wetland	most	-22.820	-53.429	permanent	60	60	2002	2002	2008	2008	6	7	1	1	6	NA	12	NA	NA	NA	mean	0.693147181	NA	NA	NA	NA	yes	Unknown
288	129	s129	1	0	0	South_Africa	Africa	Savanna_Shrubland	most	-30.411	18.181	permanent	100	100	1996	1996	2006	2006	10	2	40	40	35.53	6.51429198	44.08	9.67656964	NA	NA	mean	0.215628755	NA	NA	NA	NA	no	Herbivory_grazing
289	129	s129	1	0	0	South_Africa	Africa	Savanna_Shrubland	most	-30.411	18.181	permanent	100	100	1996	1996	2006	2006	10	2	40	40	36.55	6.640783086	48	8.474904129	NA	NA	mean	0.272519825	NA	NA	NA	NA	no	Herbivory_grazing
290	130	s130	1	0	0	France	Europe	Savanna_Shrubland	most	43.688	3.817	permanent	10	10	1969	1969	1975	1975	6	2	5	5	26.6	2.236067977	25.4	1.341640786	NA	NA	mean	-0.046162042	NA	NA	NA	NA	no	Unknown
291	131	s131	1	1	1	Japan	Asia	Successional	most	42.533	140.250	permanent	10	10	1983	1983	1997	1997	14	15	6	6	10.288	12.76037187	14.0052	1.474837774	NA	NA	mean	0.308450522	1.0624	1.7288	0.5302	0.6502	yes	Post_disturbance
292	131	s131	1	1	1	Japan	Asia	Successional	most	42.533	140.250	permanent	10	10	1983	1983	1997	1997	14	15	4	4	5.9948	6.335	15.0524	4.7118	NA	NA	mean	0.92064502	0.7431	1.9407	0.3851	0.7284	yes	Post_disturbance
293	131	s131	1	1	1	Japan	Asia	Successional	most	42.533	140.250	permanent	10	10	1983	1983	1997	1997	14	15	4	4	12.2513	10.8378	16.0471	5.1832	NA	NA	mean	0.269896094	1.4096	2.1459	0.5181	0.7776	yes	Post_disturbance
294	132	s132	1	0	0	Czech_Republic	Europe	Forest	herb	50.709	15.682	permanent	625	625	1980	1980	1995	1995	15	4	9	9	20.0653	NA	16.1488	NA	NA	NA	mean	-0.217146212	NA	NA	NA	NA	yes	Pollution
295	132	s132	1	0	0	Czech_Republic	Europe	Forest	herb	50.709	15.682	permanent	625	625	1980	1980	1995	1995	15	4	9	9	17.9598	NA	14.3385	NA	NA	NA	mean	-0.2251877	NA	NA	NA	NA	yes	Pollution
296	132	s132	1	0	0	Czech_Republic	Europe	Forest	herb	50.709	15.682	permanent	625	625	1980	1980	1995	1995	15	4	9	9	18.5017	NA	14.6328	NA	NA	NA	mean	-0.234597035	NA	NA	NA	NA	yes	Pollution
297	133	s133	1	0	0	Belgium	Europe	Forest	understory	50.317	4.567	semi-permanent	100	100	1967	1967	2005	2005	38	2	246	246	14	5	17	7	NA	NA	mean	0.194156014	NA	NA	NA	NA	no	Management
298	134	s134	1	0	0	Belgium	Europe	Forest	most	50.251	4.605	semi-permanent	100	100	1957	1967	2005	2005	43	2	244	244	18.6	NA	15.8	NA	NA	NA	mean	-0.163151641	NA	NA	NA	NA	no	Management
299	134	s134	0	1	0	Belgium	Europe	Forest	understory	50.251	4.605	semi-permanent	100	100	1957	1967	2005	2005	43	2	244	244	NA	NA	NA	NA	NA	NA	mean	NA	1.5	1.3	NA	NA	no	Management
300	135	s135	1	0	0	uk	Europe	Grassland	most	54.521	-2.292	permanent	144	144	1990	1993	2006	2009	16	2	42	42	41	NA	39	NA	NA	NA	mean	-0.050010421	NA	NA	NA	NA	no	Pollution
301	136	s136	1	0	0	Nicaragua	SouthAmerica	Forest	tree	12.183	-83.817	permanent	1000	1000	1989	1990	1998	1998	8.5	10	6	6	42.6	7.2	76.7	10.7	NA	NA	mean	0.588047455	NA	NA	NA	NA	yes	Post_disturbance
302	137	s137	1	0	0	France	Europe	Forest	most	43.067	4.083	permanent	400	400	1996	1998	2008	2008	11	2	50	50	25	NA	25	NA	NA	NA	mean	0	NA	NA	NA	NA	no	Climate
303	138	s138	0	0	0	Borneo	Asia	Forest	woody	-0.850	116.750	permanent	9300	9300	1976	1976	1992	1992	16	8	7	7	NA	NA	NA	NA	NA	NA	mean	NA	66.3	75.3	NA	NA	yes	Unknown
304	139	s139_1	1	0	0	Belgium	Europe	Forest	understory	49.600	5.500	semi-permanent	100	100	1950	1950	2008	2008	58	2	43	43	NA	NA	NA	NA	NA	NA	NA	-0.3219	NA	NA	NA	NA	yes	Canopy_closure
305	139	s139_2	1	0	0	Sweden	Europe	Forest	understory	58.017	17.100	semi-permanent	100	100	1971	1971	2003	2003	32	2	127	127	NA	NA	NA	NA	NA	NA	NA	0.2063	NA	NA	NA	NA	yes	Canopy_closure
306	139	s139_3	1	0	0	Czech_Republic	Europe	Forest	understory	48.900	16.600	semi-permanent	100	1000	1953	1963	2002	2003	44.5	2	50	50	NA	NA	NA	NA	NA	NA	NA	-0.2946	NA	NA	NA	NA	yes	Canopy_closure
307	139	s139_4	1	0	0	Czech_Republic	Europe	Forest	understory	48.800	16.700	semi-permanent	500	500	1953	1954	2006	2006	52.5	2	46	46	NA	NA	NA	NA	NA	NA	NA	-0.3133	NA	NA	NA	NA	yes	Canopy_closure
308	139	s139_5	1	0	0	Germany	Europe	Forest	understory	51.500	10.100	semi-permanent	100	400	1980	1980	2001	2001	21	2	42	42	NA	NA	NA	NA	NA	NA	NA	0.0354	NA	NA	NA	NA	yes	Canopy_closure
309	139	s139_6	1	0	0	Czech_Republic	Europe	Forest	understory	50.000	14.500	semi-permanent	50	625	1986	1986	2008	2009	22.5	2	19	19	NA	NA	NA	NA	NA	NA	NA	0.3237	NA	NA	NA	NA	yes	Canopy_closure
310	139	s139_7	1	0	0	Switzerland	Europe	Forest	understory	47.300	7.800	semi-permanent	100	400	1940	1965	1998	1998	45.5	2	37	37	NA	NA	NA	NA	NA	NA	NA	-0.0941	NA	NA	NA	NA	yes	Canopy_closure
311	139	s139_8	1	0	0	France	Europe	Forest	understory	49.900	4.100	semi-permanent	500	800	1956	1965	1996	1998	36.5	2	22	22	NA	NA	NA	NA	NA	NA	NA	0.4263	NA	NA	NA	NA	yes	Canopy_closure
312	139	s139_9	1	0	0	France	Europe	Forest	understory	50.000	3.600	semi-permanent	500	800	1957	1963	1995	1996	35.5	2	19	19	NA	NA	NA	NA	NA	NA	NA	0.1559	NA	NA	NA	NA	yes	Canopy_closure
313	139	s139_10	1	0	0	Netherlands	Europe	Forest	understory	52.300	5.700	semi-permanent	100	250	1957	1959	1987	1988	29.5	2	27	27	NA	NA	NA	NA	NA	NA	NA	0.3322	NA	NA	NA	NA	yes	Canopy_closure
314	139	s139_11	1	0	0	Germany	Europe	Forest	understory	48.300	11.700	semi-permanent	100	100	1986	1986	2003	2003	17	2	125	125	NA	NA	NA	NA	NA	NA	NA	0.1929	NA	NA	NA	NA	yes	Canopy_closure
315	139	s139_12	1	0	0	Belgium	Europe	Forest	understory	51.200	4.700	semi-permanent	100	100	1982	1982	2008	2008	26	2	17	17	NA	NA	NA	NA	NA	NA	NA	0.4981	NA	NA	NA	NA	yes	Canopy_closure
316	139	s139_13	1	0	0	Belgium	Europe	Forest	understory	51.100	4.800	semi-permanent	196	196	1980	1980	2004	2004	24	2	111	111	NA	NA	NA	NA	NA	NA	NA	-0.3054	NA	NA	NA	NA	yes	Canopy_closure
317	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	53	53	NA	NA	NA	NA	-0.94	NA	NA	NA	NA	NA	NA	NA	no	Unknown
318	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	20	20	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	no	Unknown
319	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	10	10	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	no	Unknown
320	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	60	40	NA	NA	NA	NA	2.68	NA	NA	NA	NA	NA	NA	NA	no	Unknown
321	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	107	86	NA	NA	NA	NA	-0.38	NA	NA	NA	NA	NA	NA	NA	no	Unknown
322	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	69	60	NA	NA	NA	NA	3.08	NA	NA	NA	NA	NA	NA	NA	no	Unknown
323	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	40	20	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	no	Unknown
324	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	50	30	NA	NA	NA	NA	4.4	NA	NA	NA	NA	NA	NA	NA	no	Unknown
325	140	s140	0	0	0	USA_Alaska	NorthAmerica	Tundra	most	71.300	-156.667	permanent	1	1	1972	1972	2010	2010	38	4	21	11	NA	NA	NA	NA	4.27	NA	NA	NA	NA	NA	NA	NA	no	Unknown
326	141	s141a	1	0	0	Switzerland	Europe	Grassland	most	46.233	7.100	semi-permanent	10	10	1968	1978	2006	2006	33	2	6	6	36.8	7.6	43.7	8.9	NA	NA	mean	0.171850257	NA	NA	NA	NA	no	Management
327	141	s141a	1	0	0	Switzerland	Europe	Grassland	most	46.233	7.100	semi-permanent	10	10	1968	1978	2006	2006	33	2	13	13	40.3	8.1	46.3	8.1	NA	NA	mean	0.138790492	NA	NA	NA	NA	no	Management
328	141	s141b	1	0	0	Switzerland	Europe	Tundra	most	46.650	7.917	permanent	1	1	1953	1954	2002	2002	48.5	3	23	23	31.9	3.8	25.8	3.8	NA	NA	mean	-0.212231518	NA	NA	NA	NA	no	Cessation_grazing
329	142	s142	1	0	0	Sweden	Europe	Forest	woody	55.680	13.330	semi-permanent	16	16	1935	1935	2002	2006	69	4	74	74	2.9	NA	4.7	NA	NA	NA	mean	0.482851772	NA	NA	NA	NA	no	Unknown
330	142	s142	1	0	0	Sweden	Europe	Forest	most	55.680	13.330	semi-permanent	1	1	1935	1935	2002	2006	69	4	74	74	8.58	3.096837096	5.16	1.634441801	NA	NA	mean	-0.508497334	NA	NA	NA	NA	yes	Unknown
331	143	s143	1	0	0	Germany	Europe	Grassland	most	52.517	9.067	semi-permanent	18	35	1950	1960	2008	2008	53	2	131	25	27	7.462686567	15	4.47761194	NA	NA	median	-0.587786665	NA	NA	NA	NA	no	Management
332	143	s143	1	0	0	Germany	Europe	Grassland	most	52.267	10.517	semi-permanent	18	35	1950	1960	2008	2008	53	2	51	40	29	4.47761194	13	3.731343284	NA	NA	median	-0.802346473	NA	NA	NA	NA	no	Management
333	143	s143	1	0	0	Germany	Europe	Grassland	most	51.433	11.033	semi-permanent	18	35	1950	1960	2008	2008	53	2	60	61	20	10.44776119	16	3.731343284	NA	NA	median	-0.223143551	NA	NA	NA	NA	no	Management
334	143	s143	1	0	0	Germany	Europe	Grassland	most	51.367	12.150	semi-permanent	18	35	1950	1960	2008	2008	53	3	108	67	23	11.94029851	22	6.71641791	NA	NA	median	-0.044451763	NA	NA	NA	NA	no	Management
335	143	s143	1	0	0	Germany	Europe	Grassland	most	52.067	12.217	semi-permanent	18	35	1950	1960	2008	2008	53	3	35	85	27	2.23880597	17	6.71641791	NA	NA	median	-0.462623522	NA	NA	NA	NA	no	Management
336	143	s143	1	0	0	Germany	Europe	Grassland	most	52.717	12.217	semi-permanent	18	35	1950	1960	2008	2008	53	3	174	46	15	4.47761194	26	8.955223881	NA	NA	median	0.550046337	NA	NA	NA	NA	no	Management
337	144	s144	1	0	0	Mongolia	Asia	Grassland	most	43.833	103.750	permanent	100	100	2000	2000	2007	2007	7	8	9	9	13.0042	3.7023	10.6181	3.8544	NA	NA	mean	-0.20271229	NA	NA	NA	NA	yes	Climate
